"evaluation_id","evaluator_study_id","evaluator_honesty_answer","idea_id","participant_study_id","bot_type","originality","usefulness","purchase_intent","evaluation_order","time_spent_seconds","rater_num"
5197,"STUDY_902","yes",844,"STUDY_849","improvement",4,3,2,5,16,9
5474,"STUDY_754","yes",844,"STUDY_849","improvement",1,1,1,14,13,10
711,"STUDY_414","yes",900,"STUDY_806","control",5,6,4,19,25,1
1025,"STUDY_240","yes",900,"STUDY_806","control",2,5,1,17,18,2
1101,"STUDY_568","yes",900,"STUDY_806","control",6,6,4,12,20,3
2211,"STUDY_631","yes",900,"STUDY_806","control",4,6,3,18,22,4
2381,"STUDY_596","yes",900,"STUDY_806","control",6,6,4,18,59,5
5453,"STUDY_146","yes",900,"STUDY_806","control",5,5,3,13,21,6
5604,"STUDY_293","yes",900,"STUDY_806","control",1,2,1,10,24,7
5981,"STUDY_608","yes",900,"STUDY_806","control",5,6,2,1,38,8
6040,"STUDY_121","yes",900,"STUDY_806","control",7,7,4,8,15,9
6407,"STUDY_426","yes",900,"STUDY_806","control",6,7,5,6,16,10
2006,"STUDY_808","yes",816,"STUDY_596","control",5,3,2,12,25,1
2060,"STUDY_102","yes",816,"STUDY_596","control",4,4,2,15,16,2
2147,"STUDY_631","yes",816,"STUDY_596","control",2,5,3,3,24,3
5146,"STUDY_307","yes",816,"STUDY_596","control",1,7,4,3,35,4
5535,"STUDY_254","yes",816,"STUDY_596","control",5,6,4,20,71,5
5794,"STUDY_477","yes",816,"STUDY_596","control",5,6,3,8,47,6
5908,"STUDY_602","yes",816,"STUDY_596","control",1,5,5,17,51,7
6167,"STUDY_551","yes",816,"STUDY_596","control",1,3,1,14,16,8
6280,"STUDY_926","yes",816,"STUDY_596","control",2,2,1,17,27,9
266,"STUDY_519","yes",853,"STUDY_666","feedback",6,2,1,4,27,1
590,"STUDY_381","yes",853,"STUDY_666","feedback",4,5,2,3,18,2
2757,"STUDY_478","yes",853,"STUDY_666","feedback",6,6,4,7,23,3
3261,"STUDY_715","yes",853,"STUDY_666","feedback",3,5,2,1,29,4
3297,"STUDY_281","yes",853,"STUDY_666","feedback",5,1,1,2,37,5
3637,"STUDY_359","yes",853,"STUDY_666","feedback",3,5,2,6,28,6
3830,"STUDY_835","yes",853,"STUDY_666","feedback",6,7,4,1,25,7
3901,"STUDY_725","yes",853,"STUDY_666","feedback",3,6,1,4,23,8
4468,"STUDY_748","yes",853,"STUDY_666","feedback",3,7,4,4,29,9
5745,"STUDY_713","yes",853,"STUDY_666","feedback",5,4,3,8,28,10
6022,"STUDY_773","yes",853,"STUDY_666","feedback",5,4,3,15,20,11
211,"STUDY_163","yes",1266,"STUDY_142","control",5,4,2,8,30,1
1840,"STUDY_245","yes",1266,"STUDY_142","control",5,6,1,12,28,2
2544,"STUDY_802","yes",1266,"STUDY_142","control",5,5,3,15,42,3
3471,"STUDY_977","yes",1266,"STUDY_142","control",2,6,2,3,126,4
3518,"STUDY_950","yes",1266,"STUDY_142","control",3,7,2,3,39,5
3548,"STUDY_715","yes",1266,"STUDY_142","control",5,5,1,20,61,6
4759,"STUDY_909","yes",1266,"STUDY_142","control",5,5,1,9,33,7
5492,"STUDY_929","yes",1266,"STUDY_142","control",6,6,1,9,72,8
5698,"STUDY_370","yes",1266,"STUDY_142","control",6,7,1,8,19,9
6401,"STUDY_716","yes",1266,"STUDY_142","control",5,6,4,3,22,10
463,"STUDY_868","yes",1302,"STUDY_835","suggestion",1,3,1,12,35,1
854,"STUDY_907","yes",1302,"STUDY_835","suggestion",1,4,2,2,21,2
1190,"STUDY_992","yes",1302,"STUDY_835","suggestion",4,3,4,4,13,3
2441,"STUDY_622","yes",1302,"STUDY_835","suggestion",4,5,2,7,37,4
3132,"STUDY_927","yes",1302,"STUDY_835","suggestion",2,5,2,12,20,5
3936,"STUDY_129","yes",1302,"STUDY_835","suggestion",2,5,2,2,17,6
4366,"STUDY_567","yes",1302,"STUDY_835","suggestion",3,6,4,17,17,7
5878,"STUDY_702","yes",1302,"STUDY_835","suggestion",3,4,2,20,18,8
6524,"STUDY_751","yes",1302,"STUDY_835","suggestion",2,5,2,17,17,9
273,"STUDY_228","yes",1144,"STUDY_881","vanilla",6,3,1,3,16,1
380,"STUDY_365","yes",1144,"STUDY_881","vanilla",5,2,1,10,17,2
1364,"STUDY_533","yes",1144,"STUDY_881","vanilla",5,2,1,3,38,3
1425,"STUDY_366","yes",1144,"STUDY_881","vanilla",6,5,2,20,30,4
2797,"STUDY_696","yes",1144,"STUDY_881","vanilla",5,4,3,11,45,5
4228,"STUDY_147","yes",1144,"STUDY_881","vanilla",6,3,1,11,17,6
4419,"STUDY_512","yes",1144,"STUDY_881","vanilla",2,2,3,7,13,7
5281,"STUDY_620","yes",1144,"STUDY_881","vanilla",5,5,4,16,15,8
5366,"STUDY_515","yes",1144,"STUDY_881","vanilla",5,6,3,3,16,9
5991,"STUDY_608","yes",1144,"STUDY_881","vanilla",2,1,1,2,86,10
6511,"STUDY_350","yes",1144,"STUDY_881","vanilla",7,7,4,6,40,11
947,"STUDY_656","yes",755,"STUDY_555","suggestion",4,5,3,1,30,1
1561,"STUDY_707","yes",755,"STUDY_555","suggestion",3,3,2,14,21,2
2485,"STUDY_622","yes",755,"STUDY_555","suggestion",4,4,2,13,18,3
2783,"STUDY_696","yes",755,"STUDY_555","suggestion",6,5,4,9,96,4
3500,"STUDY_170","yes",755,"STUDY_555","suggestion",5,5,4,4,16,5
4013,"STUDY_974","yes",755,"STUDY_555","suggestion",3,5,1,2,38,6
5546,"STUDY_115","yes",755,"STUDY_555","suggestion",4,4,2,3,32,7
6002,"STUDY_391","yes",755,"STUDY_555","suggestion",6,7,2,15,32,8
6191,"STUDY_606","yes",755,"STUDY_555","suggestion",5,6,3,4,21,9
524,"STUDY_985","yes",1059,"STUDY_967","generation",3,6,4,4,37,1
1428,"STUDY_533","yes",1059,"STUDY_967","generation",5,1,1,12,161,2
2142,"STUDY_696","yes",1059,"STUDY_967","generation",4,4,2,1,22,3
3241,"STUDY_783","yes",1059,"STUDY_967","generation",5,2,1,8,24,4
3325,"STUDY_281","yes",1059,"STUDY_967","generation",7,6,4,7,23,5
4195,"STUDY_492","yes",1059,"STUDY_967","generation",4,3,2,12,15,6
4317,"STUDY_156","yes",1059,"STUDY_967","generation",5,1,1,7,38,7
4398,"STUDY_995","yes",1059,"STUDY_967","generation",5,4,2,12,35,8
5056,"STUDY_214","yes",1059,"STUDY_967","generation",5,2,1,4,19,9
5194,"STUDY_902","yes",1059,"STUDY_967","generation",3,3,2,4,18,10
6477,"STUDY_426","yes",1059,"STUDY_967","generation",6,1,1,16,18,11
554,"STUDY_323","yes",915,"STUDY_147","improvement",4,5,3,4,40,1
776,"STUDY_314","yes",915,"STUDY_147","improvement",2,6,4,9,33,2
936,"STUDY_960","yes",915,"STUDY_147","improvement",2,5,4,11,15,3
2427,"STUDY_143","yes",915,"STUDY_147","improvement",4,3,5,4,20,4
3004,"STUDY_805","yes",915,"STUDY_147","improvement",5,5,3,2,34,5
3541,"STUDY_188","yes",915,"STUDY_147","improvement",5,6,4,3,19,6
3791,"STUDY_928","yes",915,"STUDY_147","improvement",4,5,3,14,34,7
3918,"STUDY_409","yes",915,"STUDY_147","improvement",2,5,4,4,17,8
4679,"STUDY_658","yes",915,"STUDY_147","improvement",5,4,2,15,19,9
4724,"STUDY_879","yes",915,"STUDY_147","improvement",6,7,5,20,15,10
5801,"STUDY_836","yes",915,"STUDY_147","improvement",6,6,4,11,18,11
911,"STUDY_960","yes",888,"STUDY_902","suggestion",5,5,4,5,47,1
1279,"STUDY_322","yes",888,"STUDY_902","suggestion",5,4,2,20,237,2
1342,"STUDY_799","yes",888,"STUDY_902","suggestion",7,5,2,16,53,3
1597,"STUDY_176","yes",888,"STUDY_902","suggestion",3,4,2,2,56,4
2425,"STUDY_893","yes",888,"STUDY_902","suggestion",1,1,1,8,58,5
3987,"STUDY_409","yes",888,"STUDY_902","suggestion",6,3,1,17,43,6
4291,"STUDY_156","yes",888,"STUDY_902","suggestion",3,1,1,3,94,7
4484,"STUDY_748","yes",888,"STUDY_902","suggestion",5,2,1,20,26,8
6000,"STUDY_328","yes",888,"STUDY_902","suggestion",7,1,1,3,58,9
1050,"STUDY_628","yes",662,"STUDY_749","suggestion",5,1,2,7,18,1
2462,"STUDY_602","yes",662,"STUDY_749","suggestion",2,1,1,2,18,2
2506,"STUDY_622","yes",662,"STUDY_749","suggestion",5,1,1,17,15,3
2959,"STUDY_777","yes",662,"STUDY_749","suggestion",6,4,3,12,17,4
3469,"STUDY_949","yes",662,"STUDY_749","suggestion",6,1,4,18,20,5
4137,"STUDY_553","yes",662,"STUDY_749","suggestion",2,2,1,13,16,6
4661,"STUDY_879","yes",662,"STUDY_749","suggestion",4,1,4,8,32,7
4735,"STUDY_748","yes",662,"STUDY_749","suggestion",4,1,1,9,14,8
5152,"STUDY_610","yes",662,"STUDY_749","suggestion",1,1,1,7,33,9
5851,"STUDY_602","yes",662,"STUDY_749","suggestion",2,1,1,1,16,10
6482,"STUDY_751","yes",662,"STUDY_749","suggestion",2,1,1,7,18,11
570,"STUDY_985","yes",1053,"STUDY_330","feedback",5,7,5,15,28,1
789,"STUDY_314","yes",1053,"STUDY_330","feedback",5,5,3,12,16,2
812,"STUDY_297","yes",1053,"STUDY_330","feedback",2,3,2,12,54,3
882,"STUDY_374","yes",1053,"STUDY_330","feedback",5,5,4,11,18,4
1097,"STUDY_948","yes",1053,"STUDY_330","feedback",3,4,2,11,24,5
1113,"STUDY_568","yes",1053,"STUDY_330","feedback",5,5,3,14,21,6
2494,"STUDY_602","yes",1053,"STUDY_330","feedback",5,6,4,6,34,7
4075,"STUDY_629","yes",1053,"STUDY_330","feedback",6,5,5,19,19,8
4586,"STUDY_861","yes",1053,"STUDY_330","feedback",5,5,2,16,17,9
5025,"STUDY_752","yes",1053,"STUDY_330","feedback",4,5,1,18,14,10
771,"STUDY_314","yes",1272,"STUDY_624","feedback",2,2,2,8,18,1
2772,"STUDY_512","yes",1272,"STUDY_624","feedback",3,1,1,6,35,2
3052,"STUDY_786","yes",1272,"STUDY_624","feedback",6,5,4,8,36,3
4253,"STUDY_161","yes",1272,"STUDY_624","feedback",7,7,4,9,45,4
4304,"STUDY_857","yes",1272,"STUDY_624","feedback",5,1,1,2,30,5
4863,"STUDY_796","yes",1272,"STUDY_624","feedback",6,1,1,13,27,6
5411,"STUDY_629","yes",1272,"STUDY_624","feedback",7,4,1,9,20,7
5640,"STUDY_185","yes",1272,"STUDY_624","feedback",7,6,4,4,85,8
5985,"STUDY_773","yes",1272,"STUDY_624","feedback",5,7,4,7,21,9
6188,"STUDY_777","yes",1272,"STUDY_624","feedback",7,3,2,6,23,10
212,"STUDY_274","yes",731,"STUDY_337","generation",2,1,1,7,18,1
1421,"STUDY_849","yes",731,"STUDY_337","generation",7,2,2,16,22,2
1973,"STUDY_628","yes",731,"STUDY_337","generation",4,3,2,13,34,3
2573,"STUDY_163","yes",731,"STUDY_337","generation",5,4,2,6,16,4
3759,"STUDY_578","yes",731,"STUDY_337","generation",5,5,4,18,17,5
4322,"STUDY_911","yes",731,"STUDY_337","generation",5,2,1,16,43,6
4982,"STUDY_433","yes",731,"STUDY_337","generation",2,2,1,11,27,7
5586,"STUDY_115","yes",731,"STUDY_337","generation",3,5,1,17,21,8
6032,"STUDY_121","yes",731,"STUDY_337","generation",7,5,1,5,24,9
6522,"STUDY_149","yes",731,"STUDY_337","generation",6,2,2,8,18,10
269,"STUDY_128","yes",997,"STUDY_981","improvement",3,3,1,2,15,1
587,"STUDY_381","yes",997,"STUDY_981","improvement",3,3,1,1,19,2
984,"STUDY_656","yes",997,"STUDY_981","improvement",6,5,3,9,20,3
1546,"STUDY_122","yes",997,"STUDY_981","improvement",6,6,4,6,15,4
2173,"STUDY_875","yes",997,"STUDY_981","improvement",5,6,2,6,15,5
2716,"STUDY_197","yes",997,"STUDY_981","improvement",5,5,1,5,39,6
4461,"STUDY_293","yes",997,"STUDY_981","improvement",3,2,1,17,15,7
5388,"STUDY_629","yes",997,"STUDY_981","improvement",5,5,3,2,21,8
5903,"STUDY_799","yes",997,"STUDY_981","improvement",6,6,4,5,16,9
6072,"STUDY_121","yes",997,"STUDY_981","improvement",7,7,5,18,16,10
591,"STUDY_323","yes",1321,"STUDY_860","feedback",4,3,2,10,64,1
1645,"STUDY_176","yes",1321,"STUDY_860","feedback",3,5,3,12,35,2
2654,"STUDY_746","yes",1321,"STUDY_860","feedback",2,1,1,8,26,3
3247,"STUDY_332","yes",1321,"STUDY_860","feedback",5,4,2,12,24,4
3441,"STUDY_149","yes",1321,"STUDY_860","feedback",3,7,3,7,19,5
3998,"STUDY_929","yes",1321,"STUDY_860","feedback",6,7,5,19,16,6
4125,"STUDY_553","yes",1321,"STUDY_860","feedback",6,5,4,4,38,7
5084,"STUDY_214","yes",1321,"STUDY_860","feedback",5,5,1,10,22,8
6433,"STUDY_716","yes",1321,"STUDY_860","feedback",1,1,1,16,15,9
461,"STUDY_872","yes",818,"STUDY_389","control",4,7,4,12,14,1
2562,"STUDY_725","yes",818,"STUDY_389","control",3,2,2,15,22,2
2771,"STUDY_395","yes",818,"STUDY_389","control",4,2,1,13,19,3
3262,"STUDY_367","yes",818,"STUDY_389","control",1,3,1,4,23,4
4590,"STUDY_861","yes",818,"STUDY_389","control",3,3,2,18,39,5
4865,"STUDY_343","yes",818,"STUDY_389","control",2,4,1,9,15,6
4887,"STUDY_796","yes",818,"STUDY_389","control",2,1,1,19,29,7
5555,"STUDY_646","yes",818,"STUDY_389","control",1,1,1,11,57,8
6168,"STUDY_445","yes",818,"STUDY_389","control",4,3,1,17,22,9
1344,"STUDY_452","yes",898,"STUDY_415","vanilla",1,1,1,19,32,1
1521,"STUDY_658","yes",898,"STUDY_415","vanilla",5,4,4,10,14,2
2047,"STUDY_102","yes",898,"STUDY_415","vanilla",5,5,4,10,15,3
2313,"STUDY_140","yes",898,"STUDY_415","vanilla",3,3,2,14,20,4
4384,"STUDY_685","yes",898,"STUDY_415","vanilla",3,3,2,16,16,5
4958,"STUDY_510","yes",898,"STUDY_415","vanilla",3,5,3,2,15,6
5539,"STUDY_254","yes",898,"STUDY_415","vanilla",3,3,2,8,35,7
5938,"STUDY_799","yes",898,"STUDY_415","vanilla",2,3,1,18,18,8
6200,"STUDY_237","yes",898,"STUDY_415","vanilla",2,2,1,4,17,9
6565,"STUDY_350","yes",898,"STUDY_415","vanilla",6,7,3,18,23,10
1205,"STUDY_948","yes",1178,"STUDY_332","control",4,2,2,15,73,1
2003,"STUDY_431","yes",1178,"STUDY_332","control",1,3,2,1,29,2
2397,"STUDY_424","yes",1178,"STUDY_332","control",1,3,1,1,22,3
2480,"STUDY_143","yes",1178,"STUDY_332","control",1,1,2,14,15,4
2618,"STUDY_950","yes",1178,"STUDY_332","control",1,1,1,11,20,5
3149,"STUDY_819","yes",1178,"STUDY_332","control",1,1,2,18,14,6
3516,"STUDY_728","yes",1178,"STUDY_332","control",1,6,4,2,30,7
3536,"STUDY_520","yes",1178,"STUDY_332","control",2,2,1,16,20,8
4864,"STUDY_461","yes",1178,"STUDY_332","control",2,2,3,1,25,9
653,"STUDY_812","yes",979,"STUDY_812","improvement",6,5,3,10,20,1
1328,"STUDY_799","yes",979,"STUDY_812","improvement",5,2,1,13,30,2
2591,"STUDY_802","yes",979,"STUDY_812","improvement",5,3,2,20,30,3
2858,"STUDY_359","yes",979,"STUDY_812","improvement",7,3,1,15,37,4
3202,"STUDY_627","yes",979,"STUDY_812","improvement",2,3,1,18,16,5
3312,"STUDY_218","yes",979,"STUDY_812","improvement",6,6,5,3,16,6
4153,"STUDY_379","yes",979,"STUDY_812","improvement",5,3,2,9,30,7
4555,"STUDY_119","yes",979,"STUDY_812","improvement",5,4,1,2,37,8
5642,"STUDY_572","yes",979,"STUDY_812","improvement",7,6,5,19,23,9
6323,"STUDY_466","yes",979,"STUDY_812","improvement",6,7,4,6,15,10
6357,"STUDY_739","yes",979,"STUDY_812","improvement",7,3,2,18,31,11
1376,"STUDY_557","yes",808,"STUDY_976","suggestion",5,2,1,2,19,1
1616,"STUDY_291","yes",808,"STUDY_976","suggestion",3,2,1,2,17,2
1722,"STUDY_626","yes",808,"STUDY_976","suggestion",4,6,4,5,18,3
3340,"STUDY_164","yes",808,"STUDY_976","suggestion",6,2,1,8,23,4
3597,"STUDY_977","yes",808,"STUDY_976","suggestion",3,4,2,16,38,5
4643,"STUDY_317","yes",808,"STUDY_976","suggestion",2,2,1,8,21,6
5373,"STUDY_515","yes",808,"STUDY_976","suggestion",5,3,1,6,15,7
5476,"STUDY_170","yes",808,"STUDY_976","suggestion",4,6,4,3,15,8
5575,"STUDY_572","yes",808,"STUDY_976","suggestion",5,5,3,1,40,9
5955,"STUDY_102","yes",808,"STUDY_976","suggestion",5,4,3,11,17,10
282,"STUDY_128","yes",1261,"STUDY_269","generation",6,1,1,4,20,1
1543,"STUDY_122","yes",1261,"STUDY_269","generation",7,2,1,5,23,2
1983,"STUDY_620","yes",1261,"STUDY_269","generation",5,2,1,3,20,3
3048,"STUDY_896","yes",1261,"STUDY_269","generation",5,1,1,9,18,4
4360,"STUDY_567","yes",1261,"STUDY_269","generation",5,4,3,13,18,5
5742,"STUDY_820","yes",1261,"STUDY_269","generation",6,5,2,11,16,6
5778,"STUDY_836","yes",1261,"STUDY_269","generation",6,1,1,6,25,7
6182,"STUDY_606","yes",1261,"STUDY_269","generation",6,4,1,1,23,8
6226,"STUDY_926","yes",1261,"STUDY_269","generation",5,2,1,8,21,9
6370,"STUDY_426","yes",1261,"STUDY_269","generation",6,3,2,2,99,10
699,"STUDY_414","yes",1046,"STUDY_567","feedback",5,7,1,14,43,1
1830,"STUDY_626","yes",1046,"STUDY_567","feedback",7,3,2,18,21,2
2005,"STUDY_628","yes",1046,"STUDY_567","feedback",5,2,2,20,19,3
2432,"STUDY_143","yes",1046,"STUDY_567","feedback",4,3,5,5,21,4
2808,"STUDY_269","yes",1046,"STUDY_567","feedback",6,1,1,3,15,5
3440,"STUDY_949","yes",1046,"STUDY_567","feedback",7,2,1,15,21,6
3709,"STUDY_120","yes",1046,"STUDY_567","feedback",6,3,4,8,31,7
3994,"STUDY_129","yes",1046,"STUDY_567","feedback",6,3,1,14,18,8
4460,"STUDY_293","yes",1046,"STUDY_567","feedback",4,1,1,16,16,9
5283,"STUDY_229","yes",1046,"STUDY_567","feedback",5,3,1,9,21,10
6278,"STUDY_131","yes",1046,"STUDY_567","feedback",7,3,2,12,18,11
364,"STUDY_365","yes",949,"STUDY_236","improvement",3,3,1,8,23,1
2102,"STUDY_782","yes",949,"STUDY_236","improvement",6,5,3,12,17,2
2145,"STUDY_631","yes",949,"STUDY_236","improvement",6,6,3,2,18,3
2150,"STUDY_696","yes",949,"STUDY_236","improvement",3,3,2,5,16,4
3343,"STUDY_367","yes",949,"STUDY_236","improvement",2,4,2,17,34,5
3452,"STUDY_149","yes",949,"STUDY_236","improvement",2,2,1,9,14,6
4098,"STUDY_823","yes",949,"STUDY_236","improvement",5,4,1,4,21,7
5680,"STUDY_153","yes",949,"STUDY_236","improvement",6,7,4,3,24,8
6261,"STUDY_237","yes",949,"STUDY_236","improvement",5,5,3,17,18,9
6269,"STUDY_145","yes",949,"STUDY_236","improvement",7,6,5,4,27,10
6333,"STUDY_739","yes",949,"STUDY_236","improvement",7,7,5,10,46,11
205,"STUDY_319","yes",882,"STUDY_111","suggestion",5,1,1,13,15,1
2353,"STUDY_596","yes",882,"STUDY_111","suggestion",5,4,3,15,23,2
2589,"STUDY_602","yes",882,"STUDY_111","suggestion",6,3,1,10,110,3
3324,"STUDY_367","yes",882,"STUDY_111","suggestion",7,1,1,15,32,4
3619,"STUDY_359","yes",882,"STUDY_111","suggestion",6,4,1,3,26,5
4189,"STUDY_748","yes",882,"STUDY_111","suggestion",4,1,1,15,16,6
4496,"STUDY_392","yes",882,"STUDY_111","suggestion",7,7,1,10,42,7
4723,"STUDY_359","yes",882,"STUDY_111","suggestion",5,2,1,18,15,8
5885,"STUDY_602","yes",882,"STUDY_111","suggestion",1,1,1,9,14,9
647,"STUDY_812","yes",1073,"STUDY_811","suggestion",4,4,1,9,18,1
1694,"STUDY_830","yes",1073,"STUDY_811","suggestion",4,5,3,2,85,2
2191,"STUDY_696","yes",1073,"STUDY_811","suggestion",5,5,4,16,15,3
2415,"STUDY_893","yes",1073,"STUDY_811","suggestion",5,6,4,7,32,4
2652,"STUDY_886","yes",1073,"STUDY_811","suggestion",7,7,4,20,17,5
2967,"STUDY_766","yes",1073,"STUDY_811","suggestion",6,7,4,6,18,6
3734,"STUDY_578","yes",1073,"STUDY_811","suggestion",6,6,3,10,17,7
6023,"STUDY_608","yes",1073,"STUDY_811","suggestion",2,2,1,8,37,8
6214,"STUDY_606","yes",1073,"STUDY_811","suggestion",3,3,1,9,21,9
6276,"STUDY_237","yes",1073,"STUDY_811","suggestion",3,5,2,20,14,10
231,"STUDY_319","yes",861,"STUDY_255","feedback",2,1,1,17,14,1
1883,"STUDY_873","yes",861,"STUDY_255","feedback",5,5,3,2,19,2
2677,"STUDY_940","yes",861,"STUDY_255","feedback",4,5,3,3,20,3
2708,"STUDY_696","yes",861,"STUDY_255","feedback",6,5,4,1,34,4
2822,"STUDY_359","yes",861,"STUDY_255","feedback",4,4,2,10,84,5
3025,"STUDY_737","yes",861,"STUDY_255","feedback",7,7,5,8,28,6
4430,"STUDY_512","yes",861,"STUDY_255","feedback",6,5,2,15,12,7
4746,"STUDY_727","yes",861,"STUDY_255","feedback",4,4,2,3,72,8
5192,"STUDY_997","yes",861,"STUDY_255","feedback",5,6,4,11,33,9
5904,"STUDY_753","yes",861,"STUDY_255","feedback",3,2,1,3,24,10
6030,"STUDY_869","yes",861,"STUDY_255","feedback",1,4,2,5,31,11
431,"STUDY_519","yes",715,"STUDY_303","vanilla",3,3,2,20,20,1
588,"STUDY_381","yes",715,"STUDY_303","vanilla",2,4,2,2,16,2
986,"STUDY_950","yes",715,"STUDY_303","vanilla",3,3,2,16,44,3
1515,"STUDY_278","yes",715,"STUDY_303","vanilla",6,4,3,17,23,4
1683,"STUDY_549","yes",715,"STUDY_303","vanilla",1,2,1,12,28,5
3757,"STUDY_110","yes",715,"STUDY_303","vanilla",2,3,2,4,30,6
4527,"STUDY_924","yes",715,"STUDY_303","vanilla",5,4,3,3,33,7
4889,"STUDY_796","yes",715,"STUDY_303","vanilla",1,1,2,20,20,8
5481,"STUDY_754","yes",715,"STUDY_303","vanilla",1,1,1,16,19,9
5568,"STUDY_293","yes",715,"STUDY_303","vanilla",1,2,1,4,25,10
5597,"STUDY_324","yes",715,"STUDY_303","vanilla",3,4,2,8,14,11
2484,"STUDY_602","yes",1186,"STUDY_757","control",1,2,1,5,26,1
2499,"STUDY_622","yes",1186,"STUDY_757","control",4,1,1,16,16,2
2566,"STUDY_802","yes",1186,"STUDY_757","control",1,1,1,17,29,3
2725,"STUDY_696","yes",1186,"STUDY_757","control",5,2,2,3,29,4
2751,"STUDY_197","yes",1186,"STUDY_757","control",5,3,1,9,41,5
3851,"STUDY_343","yes",1186,"STUDY_757","control",4,6,4,4,19,6
4727,"STUDY_748","yes",1186,"STUDY_757","control",3,2,1,4,32,7
5641,"STUDY_324","yes",1186,"STUDY_757","control",4,4,3,20,16,8
6036,"STUDY_328","yes",1186,"STUDY_757","control",2,1,1,9,47,9
6380,"STUDY_446","yes",1186,"STUDY_757","control",2,5,1,2,19,10
593,"STUDY_381","yes",943,"STUDY_767","improvement",2,1,1,4,19,1
682,"STUDY_372","yes",943,"STUDY_767","improvement",4,3,1,15,27,2
1350,"STUDY_253","yes",943,"STUDY_767","improvement",5,5,2,8,19,3
1644,"STUDY_291","yes",943,"STUDY_767","improvement",6,2,1,12,24,4
1664,"STUDY_549","yes",943,"STUDY_767","improvement",4,1,1,5,17,5
1749,"STUDY_676","yes",943,"STUDY_767","improvement",5,5,2,13,19,6
2453,"STUDY_802","yes",943,"STUDY_767","improvement",5,5,3,4,18,7
2859,"STUDY_478","yes",943,"STUDY_767","improvement",6,3,1,20,21,8
3276,"STUDY_367","yes",943,"STUDY_767","improvement",5,2,1,6,28,9
5789,"STUDY_967","yes",943,"STUDY_767","improvement",6,4,3,11,14,10
6264,"STUDY_926","yes",943,"STUDY_767","improvement",3,4,2,14,16,11
6289,"STUDY_131","yes",943,"STUDY_767","improvement",5,3,2,16,18,12
648,"STUDY_136","yes",1049,"STUDY_928","feedback",2,2,1,11,16,1
1184,"STUDY_322","yes",1049,"STUDY_928","feedback",3,3,1,2,16,2
2041,"STUDY_840","yes",1049,"STUDY_928","feedback",4,6,4,5,74,3
2383,"STUDY_477","yes",1049,"STUDY_928","feedback",2,7,3,15,33,4
2577,"STUDY_269","yes",1049,"STUDY_928","feedback",6,6,5,19,29,5
2763,"STUDY_359","yes",1049,"STUDY_928","feedback",5,5,4,4,22,6
3713,"STUDY_120","yes",1049,"STUDY_928","feedback",4,5,3,9,23,7
4142,"STUDY_553","yes",1049,"STUDY_928","feedback",5,6,4,17,15,8
4882,"STUDY_461","yes",1049,"STUDY_928","feedback",6,7,4,3,22,9
861,"STUDY_272","yes",1269,"STUDY_168","generation",5,5,3,14,24,1
1453,"STUDY_544","yes",1269,"STUDY_168","generation",3,1,1,5,23,2
2100,"STUDY_782","yes",1269,"STUDY_168","generation",5,4,2,11,18,3
3184,"STUDY_290","yes",1269,"STUDY_168","generation",3,4,2,13,17,4
3317,"STUDY_218","yes",1269,"STUDY_168","generation",5,5,4,4,29,5
3368,"STUDY_367","yes",1269,"STUDY_168","generation",3,6,4,19,22,6
4156,"STUDY_379","yes",1269,"STUDY_168","generation",5,4,3,10,36,7
4323,"STUDY_156","yes",1269,"STUDY_168","generation",5,5,3,8,43,8
4885,"STUDY_667","yes",1269,"STUDY_168","generation",7,7,5,5,36,9
5370,"STUDY_515","yes",1269,"STUDY_168","generation",5,4,2,5,14,10
6014,"STUDY_328","yes",1269,"STUDY_168","generation",2,2,1,6,33,11
328,"STUDY_519","yes",916,"STUDY_135","improvement",4,4,2,13,51,1
340,"STUDY_365","yes",916,"STUDY_135","improvement",1,3,1,4,18,2
1389,"STUDY_533","yes",916,"STUDY_135","improvement",3,5,2,5,168,3
1450,"STUDY_544","yes",916,"STUDY_135","improvement",1,1,1,4,17,4
2938,"STUDY_696","yes",916,"STUDY_135","improvement",6,2,1,6,43,5
3625,"STUDY_950","yes",916,"STUDY_135","improvement",7,5,1,16,52,6
4441,"STUDY_330","yes",916,"STUDY_135","improvement",3,5,2,17,41,7
4719,"STUDY_359","yes",916,"STUDY_135","improvement",5,6,4,17,14,8
4800,"STUDY_436","yes",916,"STUDY_135","improvement",2,3,1,18,23,9
4869,"STUDY_819","yes",916,"STUDY_135","improvement",2,3,2,18,115,10
5654,"STUDY_481","yes",916,"STUDY_135","improvement",3,6,5,2,31,11
216,"STUDY_163","yes",1093,"STUDY_449","suggestion",1,6,3,9,27,1
651,"STUDY_136","yes",1093,"STUDY_449","suggestion",5,4,2,12,15,2
743,"STUDY_293","yes",1093,"STUDY_449","suggestion",1,2,2,9,20,3
1971,"STUDY_808","yes",1093,"STUDY_449","suggestion",3,6,4,3,28,4
2090,"STUDY_782","yes",1093,"STUDY_449","suggestion",6,6,4,7,16,5
3718,"STUDY_916","yes",1093,"STUDY_449","suggestion",3,2,1,16,43,6
4160,"STUDY_748","yes",1093,"STUDY_449","suggestion",1,4,3,5,16,7
4400,"STUDY_995","yes",1093,"STUDY_449","suggestion",3,5,3,13,24,8
5348,"STUDY_242","yes",1093,"STUDY_449","suggestion",5,4,1,15,15,9
