"row_type","submission_id","study_id","bot_type","idea","questionnaire_completed","ac1","ac2","ai1","cse1","cse2","cse3","ee1","ee2","ee3","ee4","hm1","hm2","hm3","io1","io2","io3","io4","io5","mc1","pe1","pe2","pe3","pta1","pta2","pta3","pta4","pta5","ptt1","ptt2","ptt3","ptt4","ptt5","ptt6","tlx1","tlx2","honesty_question_answer","refined_idea","refined_idea_created_at","eval_count","eval_originality_avg","eval_usefulness_avg","eval_purchase_avg","total_study_time_seconds","ptt2_rev","Creative_Self_Efficacy","Perceived_Technology_Agency","NASA_TLX","Performance_Expectancy","Effort_Expectancy","Hedonic_Motivation","Propensity_to_Trust_Technology","Perceived_Ownership","originality_rater_1","originality_rater_2","originality_rater_3","originality_rater_4","originality_rater_5","originality_rater_6","originality_rater_7","originality_rater_8","originality_rater_9","originality_rater_10","originality_rater_11","originality_rater_12","originality_rater_13","usefulness_rater_1","usefulness_rater_2","usefulness_rater_3","usefulness_rater_4","usefulness_rater_5","usefulness_rater_6","usefulness_rater_7","usefulness_rater_8","usefulness_rater_9","usefulness_rater_10","usefulness_rater_11","usefulness_rater_12","usefulness_rater_13","purchase_intent_rater_1","purchase_intent_rater_2","purchase_intent_rater_3","purchase_intent_rater_4","purchase_intent_rater_5","purchase_intent_rater_6","purchase_intent_rater_7","purchase_intent_rater_8","purchase_intent_rater_9","purchase_intent_rater_10","purchase_intent_rater_11","purchase_intent_rater_12","purchase_intent_rater_13","originality_mean","usefulness_mean","purchase_intent_mean","rater_count","Submission.id","Time.taken","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","refined_div_allideas","refined_div_condition","idea_div_allideas","idea_div_condition","refined_div_to_initial_centroid","Idea_Quality","refined_div_allideas_logit","refined_div_condition_logit","idea_div_allideas_logit","idea_div_condition_logit"
"submission",1208,"STUDY_960","suggestion","A bag to carry books that has a padded side that doubles as a pillow","Yes",2,5,2,4,5,5,6,5,6,5,5,5,5,5,5,5,3,6,58,5,5,5,4,4,4,4,4,3,3,4,3,3,3,50,65,"no","A bag to carry books that has a padded side that doubles as a pillow. The bag contains a pouch with a power pack, meaning the student can also use the bag to charge their phones whilst they sleep.
The padded pillow will be detachable and washable. The bag will be available in multiple colours with the option to include either personalised branding or the emblem of the university.","2025-11-20T13:58:29.539225",0,NA,NA,NA,593,5,4.66666666666667,4,57.5,5,5.5,5,3.5,4.8,3,4,6,5,5,4,5,5,4,6,NA,NA,NA,3,2,3,4,1,5,3,3,3,3,NA,NA,NA,1,1,2,3,1,1,2,2,4,1,NA,NA,NA,4.7,3,1.8,10,"691f1c5dc484afc7ca7a78d5",749,"57","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)",0.277853600724731,0.26253801129535,0.392535791734727,0.388922025013651,0.294493715604638,3.85,-0.955133528535687,-1.03281866966312,-0.436665534845248,-0.451845695975308
"submission",1214,"STUDY_573","suggestion","A handheld device that keeps your diary upto date like a PDA but using AI ","Yes",2,5,3,4,5,4,6,6,6,6,6,6,6,5,5,5,3,5,73,5,5,5,4,4,4,3,4,4,4,4,4,4,4,50,50,"no","A handheld device that keeps your diary upto date like a PDA but using AI or maybe a watch/ring that you could wear","2025-11-20T13:56:10.206112",0,NA,NA,NA,317,4,4.33333333333333,3.8,50,5,6,6,4,4.6,1,2,5,2,4,5,3,4,3,2,NA,NA,NA,2,4,2,5,5,4,3,4,2,1,NA,NA,NA,1,2,1,3,4,2,1,3,1,1,NA,NA,NA,3.1,3.2,1.9,10,"691f1c646a78929fa9f85115",395,"45","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.509207287228556,0.49115355774602,0.458428578960982,0.480496943436118,0.46819507777801,3.15,0.036833312640543,-0.0353894620749539,-0.166670444067109,-0.0780518270118505
"submission",1211,"STUDY_687","suggestion","A high-security bag that is cool-looking with add-on accessories.","Yes",2,5,4,7,7,6,6,6,6,4,3,3,3,7,7,7,6,7,0,1,1,1,4,4,4,3,4,3,3,3,2,3,3,40,50,"no","A high-security bag that is cool-looking with add-on accessories. Using existing technology for secure bags used by travellers, adapt the basic design with fun patterns, and matching danglers / keyrings and patches. Students are often on foot, rather than travelling by private car, and they usually carry high-value items such as laptops and mobile phones, so they can be a target for pickpockets. These tamper-proof bags provide extra peace of mind, while still having a cool aesthetic, customisable for the individual.

The bag will feature easy-access charging and a built-in RFID shielded pocket for advanced digital security. We could team up with universities to create branded products for the universities to sell themselves, then students could customise the base product to make them unique.","2025-11-20T13:58:02.672741",0,NA,NA,NA,395,5,6.66666666666667,3.8,45,1,5.5,3,3.16666666666667,6.8,4,3,5,4,3,2,6,4,1,NA,NA,NA,NA,4,4,5,4,6,3,6,3,5,NA,NA,NA,NA,3,2,2,3,3,2,3,2,3,NA,NA,NA,NA,3.55555555555556,4.44444444444444,2.55555555555556,9,"691f1d05621383fff7c3dc72",471,"50","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.301486253458896,0.301007830724314,0.466275843626933,0.462128635341939,0.382683677173713,4,-0.840230437297543,-0.842503259312238,-0.135101746285035,-0.151776148621491
"submission",1212,"STUDY_996","suggestion","My idea is a backpack, it has multicompartments for things you would need","Yes",2,5,3,3,3,3,5,5,5,5,5,5,5,3,4,3,3,3,74,5,5,5,2,2,4,3,3,3,2,3,2,3,3,30,30,"no","A office backpack that unfolds into a mini study set up. It has a desk, cup holder and a slot for a pen.","2025-11-20T13:54:57.036422",0,NA,NA,NA,223,6,3,2.8,30,5,5,5,3.33333333333333,3.2,6,6,5,6,6,6,3,3,7,NA,NA,NA,NA,6,5,3,6,5,5,1,3,6,NA,NA,NA,NA,4,4,1,4,2,1,1,1,3,NA,NA,NA,NA,5.33333333333333,4.44444444444444,2.33333333333333,9,"691f1c4f2ef0efccb4b7aeba",428,"40","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.312432563734628,0.288031995622785,0.379943649737996,0.396338415188718,0.270935807282911,4.88888888888889,-0.788771264003626,-0.904961402852098,-0.489787409867288,-0.420745320750612
"submission",1213,"STUDY_143","suggestion","My idea would be to sell a drink product just as a personalised water bottle  ","Yes",2,5,3,6,7,4,7,6,4,5,7,6,6,5,7,5,4,3,36,6,7,5,3,3,4,2,3,4,5,3,3,4,4,50,75,"no","My idea would be to sell a drink product just as a personalised water bottle with a picture or font trailered to the person. They will be able to choose what they want on there bottle so it’s personalised to them and there choices, they can choose the colours too. They will also be able to swap the lids colours as they will have an option to pick 3 types of lids depending on there moods and personality that day.","2025-11-20T13:57:22.046211",0,NA,NA,NA,346,3,5.66666666666667,3,62.5,6,5.5,6.33333333333333,3.5,4.8,2,1,2,2,2,1,1,4,4,2,NA,NA,NA,2,2,3,2,1,2,1,2,5,3,NA,NA,NA,1,3,2,1,1,1,1,1,2,2,NA,NA,NA,2.1,2.3,1.5,10,"691f1cf09105c40f647a1e87",494,"32","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)",0.493248971884047,0.455383559550823,0.535028507014146,0.559595962110785,0.530223366178357,2.2,-0.0270057536429421,-0.178941716042326,0.14034393131371,0.239522453602522
"submission",1215,"STUDY_659","suggestion","A sturdy file holder for university paper materials made with sustainable materials","Yes",2,5,5,4,3,4,7,5,5,5,4,4,5,7,5,4,5,7,59,7,5,7,3,4,4,3,2,3,4,2,3,2,2,50,70,"no","A sturdy file holder for university paper materials made with sustainable materials that has an origami like component and can be transformed into a stand that lets you display or flip through paper materials as you study. The file holder will also have labelled dividers and students can be offered a free personalisation for example their name.","2025-11-20T14:02:14.142631",0,NA,NA,NA,560,4,3.66666666666667,3.2,60,6.33333333333333,5.5,4.33333333333333,2.66666666666667,5.6,2,5,4,1,3,6,3,5,3,5,NA,NA,NA,6,4,3,3,3,3,4,3,2,6,NA,NA,NA,2,3,1,2,3,1,2,1,2,4,NA,NA,NA,3.7,3.7,2.1,10,"691f1d0fded778240e3db8b0",754,"24","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time",0.316534908210845,0.319215473354663,0.463759401088733,0.476788806108055,0.357762919243674,3.7,-0.769742052122632,-0.757379508983966,-0.14521705331513,-0.0929115566143488
"submission",1216,"STUDY_855","suggestion","A pop up pallet truck holder for a truck floor.","Yes",2,5,4,4,5,4,5,6,6,6,6,4,5,7,7,6,7,7,15,3,3,3,5,5,3,2,2,4,2,4,4,4,3,35,30,"no","A pop up pallet truck holder for a truck floor.
The suggestions were irrelevant and unrelated to the idea.","2025-11-20T13:57:14.866249",0,NA,NA,NA,227,6,4.33333333333333,3.4,32.5,3,5.75,5,4.16666666666667,6.8,1,2,3,4,1,1,1,1,4,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1.9,1,1,10,"691f1d8740ba65f7447c4bea",319,"57","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.706597282146474,0.678110542748447,0.603696668083685,0.601488331220674,0.677570602487592,1.45,0.878914759565214,0.745102130909968,0.420891958906335,0.411670356203224
"submission",1217,"STUDY_873","suggestion","Battery backpack that can be used to store and power a laptop and other devices","Yes",2,5,3,7,7,7,6,4,6,6,4,1,1,7,7,7,7,7,0,1,1,1,2,2,4,5,1,4,2,3,2,2,2,0,0,"no","Battery backpack that can be used to store and power a laptop and other devices.
Pockets available for other devices like laptops and mobile phones. Solar panels to charge battery pack outdoors. 
Speakers to play music","2025-11-20T13:59:22.045468",0,NA,NA,NA,263,6,7,2.8,0,1,5.5,2,3.16666666666667,7,6,1,4,7,4,5,3,4,NA,NA,NA,NA,NA,5,5,7,7,6,4,2,5,NA,NA,NA,NA,NA,2,2,5,5,4,3,1,3,NA,NA,NA,NA,NA,4.25,5.125,3.125,8,"691f1d96c2bd5f6b1e5d6409",424,"52","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.443257890504412,0.412045180552433,0.473434740432863,0.450244791449422,0.380699370757678,4.6875,-0.22795038732758,-0.355517102400084,-0.106361194355893,-0.19968168792944
"submission",1218,"STUDY_928","suggestion","Foldable desktop for holding computers, base contains storage compartments and a wireless mobile phone charger","Yes",2,5,3,4,5,5,7,7,7,7,6,5,5,7,7,7,7,7,NA,6,6,6,3,3,3,4,4,3,3,4,3,4,2,50,50,"no","Foldable desktop for holding computers, base contains storage compartments and a wireless mobile phone charger. The whole unit can convert into a comfortable backpack that can also be used as a cushion seat anywhere. Accessories can be added or removed as needed. The unit has a high degree of user customisation and can be easily adapted to reflect their personality","2025-11-20T14:00:29.820376",0,NA,NA,NA,312,5,4.66666666666667,3.4,50,6,7,5.33333333333333,3.5,7,5,4,5,4,6,3,4,4,3,5,7,NA,NA,4,4,4,6,6,4,4,4,3,3,5,NA,NA,3,2,2,4,4,2,3,2,3,1,2,NA,NA,4.54545454545455,4.27272727272727,2.54545454545455,11,"691f1dbc10c8fa2edc60faf9",462,"62","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.323425142309397,0.283590047847932,0.436840149883296,0.413382869144553,0.291847472845944,4.40909090909091,-0.738075408061561,-0.926722860155357,-0.253996175009913,-0.349998152302578
"submission",1219,"STUDY_756","suggestion","A corner sofa/ comfy chair designed for small spaces, with built in fold out desktop.","Yes",2,5,2,5,5,5,6,6,6,6,5,5,5,5,5,6,2,7,39,6,5,6,4,4,4,3,1,2,4,3,1,2,1,65,65,"no","A corner sofa/ comfy chair designed for small spaces, with built in fold out desktop. The desk  can be detached and used as a balance board for exercise, and the soft chair converts into a ""backpack"" which can be carried and set up as a portable chair anywhere.

It features an underneath storage compartment, detachable phone charging slot, and storage pockets over the chair arms.","2025-11-20T14:08:16.893567",0,NA,NA,NA,633,4,5,3.2,65,5.66666666666667,6,5,2.16666666666667,5,5,6,5,5,6,5,6,6,6,5,NA,NA,NA,4,5,5,5,5,6,6,6,4,5,NA,NA,NA,2,2,1,2,3,4,4,4,2,3,NA,NA,NA,5.5,5.1,2.7,10,"691f1cb48adfc4dcf76ef8e6",1080,"50","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","DATA_EXPIRED",0.39631678434299,0.371537633631977,0.461102702548197,0.456743690292126,0.3804759349818,5.3,-0.420835731040637,-0.525625986883036,-0.155904209707772,-0.173458853004757
"submission",1222,"STUDY_711","generation","A relaxation gonk. A soft toy available in different designs and colours playing soft music.","Yes",2,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,0,7,4,6,3,1,3,3,1,5,1,3,4,4,4,75,70,"no","“Reverse-Gonk Alarm”: A quirky plush figure that plays calming music when it detects noise or movement (e.g., roommate parties, library stress). Instead of promoting active relaxation, it “activates” during chaos, creating a playful contradiction and offering a portable oasis in stressful student environments.","2025-11-20T14:12:43.011611",0,NA,NA,NA,193,7,7,2.2,72.5,5.66666666666667,7,7,4.5,6.8,4,6,5,6,7,6,7,5,6,4,5,NA,NA,1,5,2,3,7,1,7,6,5,1,3,NA,NA,1,2,1,2,5,1,5,4,4,1,2,NA,NA,5.54545454545455,3.72727272727273,2.54545454545455,11,"691f20fd42cb20dae3a2bd4f",362,"68","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",0.436941848156973,0.401954443262788,0.59917404756752,0.608562754296722,0.47854836254696,4.63636363636364,-0.253582796385429,-0.397328175903457,0.402024820209414,0.441274825966399
"submission",1225,"STUDY_533","generation","A wish gonk where you can put your wishes for your family on its tag ","Yes",2,5,3,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,51,5,4,4,4,3,4,3,3,3,3,3,3,3,3,50,25,"no","A ""Wish Capsule Hoodie"" – a cozy wearable with secret zipper pockets containing miniature capsules. Students write down wishes or affirmations, seal them in the capsules, and keep them close. Occasionally, they swap a capsule with a friend or stranger, turning private wishes into shared moments of serendipity.","2025-11-20T14:12:42.845455",0,NA,NA,NA,205,5,4.33333333333333,3.4,37.5,4.33333333333333,5,5,3.33333333333333,4.2,4,7,6,6,3,3,4,6,1,6,NA,NA,NA,1,1,2,1,3,2,2,1,1,1,NA,NA,NA,1,1,1,1,2,1,2,1,1,2,NA,NA,NA,4.6,1.5,1.3,10,"691f20ffa0259429d1cb8145",386,"36","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time",0.445356776203477,0.410673673763267,0.578997470486931,0.580381260669876,0.48276129887071,3.05,-0.219449361811483,-0.361181146573982,0.318659266792761,0.324338698054861
"submission",1228,"STUDY_274","generation","A phone charger, holds phone and lets you project the screen onto wall or ceiling.","Yes",2,5,2,5,4,4,6,5,5,5,5,5,6,4,5,6,3,6,39,7,6,6,4,4,4,4,4,3,4,3,3,3,2,75,55,"no","A modular lamp that acts as both a powerful desk light and a phone dock. When your phone is docked, the lamp refracts and magnifies your screen onto your desk or wall, turning any flat surface into an interactive, projected workspace for group study or collaborative sketching—blending light, charging, and projection in a single quirky object.  Even when working alone, you can give your tired eyes a rest from your phone screen by using the projected image.","2025-11-20T14:15:51.228336",0,NA,NA,NA,282,4,4.33333333333333,4,65,6.33333333333333,5.25,5.33333333333333,3,4.8,2,5,5,5,7,6,7,5,4,7,NA,NA,NA,5,5,5,4,7,4,7,4,3,6,NA,NA,NA,3,4,3,2,5,1,5,2,1,4,NA,NA,NA,5.3,5,3,10,"691f210d9f93870786af8e76",585,"61","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time",0.419888663522575,0.412983572716653,0.479182244985654,0.506611071080678,0.469627329755299,5.15,-0.323230455277771,-0.351644987921529,-0.0833191873733417,0.0264458255254313
"submission",1224,"STUDY_809","control","A mini dehumidifier that they can keep in a bedroom and you have the ability to put things in it to dry eg wet shoes","Yes",2,5,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,5,6,6,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,4,4,85,85,"no","A mini dehumidifier that they can keep in a bedroom and you have the ability to put things in it to dry eg wet shoes.  It also get washing dry more quickly without much cost","2025-11-20T14:12:43.163788",0,NA,NA,NA,140,6,3.66666666666667,NA,85,NA,NA,NA,4.16666666666667,5.2,3,5,5,3,3,3,6,2,3,7,NA,NA,NA,5,6,7,6,6,5,5,6,5,7,NA,NA,NA,4,4,4,4,3,1,4,5,3,5,NA,NA,NA,4,5.8,3.7,10,"691f2101422103d5940a8888",314,"50","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.527447608837726,0.474785688095724,0.456959382285097,0.47738347664064,0.461839997485433,4.9,0.109900919125083,-0.10094287318169,-0.172589611639744,-0.0905278680263539
"submission",1230,"STUDY_174","generation","My idea would be a planner. Something they can use to keep organised during studies.","Yes",2,5,1,4,4,4,4,4,4,4,5,5,5,4,4,5,1,6,50,4,4,4,3,3,3,3,3,2,4,2,1,3,1,75,50,"no","Create the “Uni Challenge Cube”—a tactile, pocket-sized cube with six faces, each representing a different student challenge (study, social, wellbeing, finance, creativity, fitness). Each face contains a mini-compartment with pull-out cards featuring quick, actionable dares or hacks (e.g., “Budget lunch with a friend,” “5-minute creative break,” “Swap lecture notes”). It addresses student burnout and isolation by offering diverse, spontaneous activities that can be done solo or with others, making it a conversation starter and stress-buster on campus. Its playful design and multi-functionality make it a collectible and giftable item, boosting commercial potential.","2025-11-20T14:15:07.608743",0,NA,NA,NA,254,4,4,3,62.5,4,4,5,2.16666666666667,4,4,6,7,7,5,3,6,1,7,3,7,NA,NA,3,5,2,5,4,2,4,1,6,3,7,NA,NA,1,2,1,3,4,1,2,1,4,1,5,NA,NA,5.09090909090909,3.81818181818182,2.27272727272727,11,"691f1a12f291d9477913e0f7",2372,"37","Female","Other","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.274451983575891,0.234125679818739,0.356881998339117,0.365614619261295,0.402218520599485,4.45454545454546,-0.972150931612669,-1.18516001899152,-0.588923034482816,-0.551076800003219
"submission",1229,"STUDY_500","control","In terms of physical products I was thinking along the lines of a student fitness tracker to wear on the wrist. The reason it is for students is it compares you to your peers and other people signed up to the university and you try to compete with them for prizes that are given by the university. It could include step tracker, fitness regime and active heart rate. ","Yes",2,5,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,4,3,40,50,"no","In terms of physical products I was thinking along the lines of a student fitness tracker to wear on the wrist. The reason it is for students is it compares you to your peers and other people signed up to the university and you try to compete with them for prizes that are given by the university. It could include step tracker, fitness regime and active heart rate.","2025-11-20T14:14:26.757032",0,NA,NA,NA,206,6,4,NA,45,NA,NA,NA,3.83333333333333,7,2,2,4,3,1,2,1,6,6,NA,NA,NA,NA,3,4,4,3,1,2,1,5,4,NA,NA,NA,NA,1,1,3,1,1,2,1,4,4,NA,NA,NA,NA,3,3,2,9,"691f215368fa129568d6605c",421,"34","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time",0.380768045421501,0.38681626376984,0.454795063080384,0.391460056120207,0.379750487170206,3,-0.486289542113477,-0.4607148141941,-0.181314848353266,-0.441179071025342
"submission",1234,"STUDY_969","generation","A carry all for books, equipment and food on the go","Yes",2,5,3,3,5,3,6,6,6,6,2,1,3,5,4,3,6,6,78,3,5,5,4,4,4,5,2,2,1,2,1,2,2,60,35,"no","The “SnackStack Satchel” – a transparent, stackable backpack with rotating internal trays inspired by bento boxes and toolboxes. Sections click in and out for food, stationery, and electronics. The clear design encourages organisation and makes security checks effortless, merging cafeteria and classroom needs in one place.","2025-11-20T14:18:15.752477",0,NA,NA,NA,113,7,3.66666666666667,3.8,47.5,4.33333333333333,6,2,2.66666666666667,4.8,2,2,4,5,3,6,5,5,6,7,NA,NA,NA,1,2,3,2,2,3,5,4,6,4,NA,NA,NA,1,1,2,1,1,1,3,2,4,2,NA,NA,NA,4.5,3.2,1.8,10,"691f22433765dca0ae31761e",336,"43","Male","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.357964380432698,0.334892845211938,0.373689249954664,0.377002065781423,0.383793227475837,3.85,-0.584210298890346,-0.686137547076301,-0.516422084188503,-0.502292535961606
"submission",1232,"STUDY_650","control","It is a phone which automatically charges in a uni building, once you've logged in.  It simply collects energy from a power source in the building so,in effect, the entire time you are in a uni building, your phone is charging.","Yes",2,5,3,6,7,6,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,50,50,"no","It is a phone which automatically charges in a uni building, once you've logged in.  It simply collects energy from a power source in the building so,in effect, the entire time you are in a uni building, your phone is charging.","2025-11-20T14:17:18.025201",0,NA,NA,NA,105,3,6.33333333333333,NA,50,NA,NA,NA,4.66666666666667,7,5,7,7,6,5,5,6,6,5,6,NA,NA,NA,6,7,1,6,5,6,1,7,7,4,NA,NA,NA,4,5,1,4,4,5,1,4,2,2,NA,NA,NA,5.8,5,3.2,10,"691f2246b51ffdcb0085ddb1",277,"54","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.512979340698346,0.541227934163873,0.550307164869443,0.536628502158896,0.522092645666305,5.4,0.0519290290698728,0.165287012069914,0.201911842818584,0.14677694928636
"submission",1233,"STUDY_386","generation","A portable washing machine that is light and easy to carry","Yes",2,5,4,7,7,6,7,7,7,7,7,7,7,5,5,5,1,5,66,7,6,7,5,5,5,4,5,5,1,4,5,5,5,10,15,"no","Reimagine the collapsible laundry basket as a “Laundry Gym Bag” with built-in, removable scrubbing rollers on the interior. Students can wash gym or sports kit immediately after use by adding water and soap, closing the bag, and rolling it underfoot or along the floor. The rollers agitate and clean, targeting the needs of active students while making washing a quick, hands-off chore.","2025-11-20T14:21:54.999802",0,NA,NA,NA,451,7,6.66666666666667,4.8,12.5,6.66666666666667,7,7,5.16666666666667,4.2,3,5,6,6,3,5,6,7,NA,NA,NA,NA,NA,2,4,3,3,2,1,4,7,NA,NA,NA,NA,NA,1,2,2,1,2,1,1,4,NA,NA,NA,NA,NA,5.125,3.25,1.75,8,"691f22876e0c6c69c703d348",596,"22","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time",0.447163175160366,0.452575553352885,0.507065469664545,0.51489023164272,0.504123571467416,4.1875,-0.212139312254812,-0.190269737238715,0.0282637600267022,0.0595785436649775
"submission",1237,"STUDY_889","generation","A tablet that dictates from lectures onto a laptop ","Yes",2,5,2,6,6,3,5,6,7,7,6,7,7,5,6,5,5,7,67,5,6,7,1,1,4,3,4,4,2,3,4,4,3,25,25,"no","A “Wearable Dictation Badge”—a badge or brooch students pin to their clothes, which live-transcribes nearby speech and displays scrolling, keyword-highlighted captions directly on its surface. At the end of the day, students peel off a removable e-ink strip from the badge containing the lecture’s key points for easy review or sharing. This can then create projects from the info if required too.","2025-11-20T14:20:05.287159",0,NA,NA,NA,151,6,5,2.6,25,6,6.25,6.66666666666667,4,5.6,7,7,6,6,7,6,6,6,6,NA,NA,NA,NA,5,5,6,2,7,1,6,3,7,NA,NA,NA,NA,2,3,4,1,5,1,3,2,5,NA,NA,NA,NA,6.33333333333333,4.66666666666667,2.88888888888889,9,"691f22d5f86b21d93f0da14d",334,"36","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.386447209845691,0.398075237658806,0.459400671036738,0.452638051679157,0.426782296602095,5.5,-0.462271034405545,-0.41349143123607,-0.162755641625468,-0.190017477515725
"submission",1239,"STUDY_447","generation","i think of fidget tools for learners with adhd and concentration ideas","Yes",2,5,2,4,3,4,5,4,5,4,5,5,5,2,2,3,2,4,83,5,5,5,4,4,4,3,4,3,3,3,2,2,2,50,50,"no","Develop a set of collectible “Revision Tiles”—magnetic, stackable coasters shaped like British coins or Underground tokens, each featuring hidden memory-aid prompts. When stacked in unique combinations, they reveal bonus study hacks via NFC tap or hidden UV ink. Designed for group study tables or flat-sharing, they encourage peer-to-peer revision games and make collaborative learning more tactile and social.Made as collectible - SO COULD BE TRADED - SOME MORE RARER THAN OTHERS","2025-11-20T14:21:49.741617",0,NA,NA,NA,175,5,3.66666666666667,3.8,50,5,4.5,5,2.83333333333333,2.6,6,6,5,6,4,7,7,6,NA,NA,NA,NA,NA,5,4,3,2,3,2,3,3,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,5.875,3.125,1.25,8,"691f23185ed138de7a6c0339",367,"67","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.332316264581945,0.286271083053615,0.577208264042506,0.594274286132085,0.433429928202451,4.5,-0.697727491811277,-0.91356401735979,0.311323436445238,0.381663624261368
"submission",1240,"STUDY_541","generation","A notepad, tablet and pen case","Yes",2,5,1,1,1,1,6,6,6,4,6,7,6,3,2,2,1,5,89,4,5,4,4,4,5,2,4,2,4,1,1,1,2,25,25,"no","Create a “Weatherproof Study Shield”—a slim, lightweight folio that unfolds into a waterproof writing mat with integrated pop-up phone/tablet stand, a heat-resistant reusable coffee sleeve, and a zipped pouch for snacks or stationery. Designed for library lawns, outdoor study spots, or crowded cafes, it solves the problem of unpredictable UK weather and lack of clean work surfaces, while keeping essentials dry and organized.","2025-11-20T14:22:06.060921",0,NA,NA,NA,183,4,1,3.8,25,4.33333333333333,5.5,6.33333333333333,1.83333333333333,2.6,4,5,5,5,5,5,6,4,6,4,NA,NA,NA,3,5,5,5,7,5,5,4,6,3,NA,NA,NA,2,2,1,3,4,2,2,1,4,2,NA,NA,NA,4.9,4.8,2.3,10,"691f2315eac9ce8f83416d7e",414,"65","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",0.303533474462986,0.313691483220126,0.408095905973465,0.405992008533925,0.352312104448216,4.85,-0.830527831910165,-0.782917294155278,-0.37184240798501,-0.380559296924702
"submission",1241,"STUDY_404","control","My product is Pocket lamp tile.A thin credit card sized LED light panel that students can keep in their wallet. It flips open to become a reading light. Great for late night studying without disturbing others.Its rechargeable via USB, Ultra slim and light weight, Stand upside when opened, Eye friendly soft study light. Retail price is £12. ","Yes",2,5,3,6,6,6,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,85,50,"no","My product is Pocket lamp tile.A thin credit card sized LED light panel that students can keep in their wallet. It flips open to become a reading light. Great for late night studying without disturbing others.Its rechargeable via USB, Ultra slim and light weight, Stand upside when opened, Eye friendly soft study light. Retail price is £12.","2025-11-20T14:22:22.747133",0,NA,NA,NA,146,5,6,NA,67.5,NA,NA,NA,2.5,7,3,5,3,5,5,5,3,5,3,5,NA,NA,NA,2,3,4,6,7,5,5,5,3,4,NA,NA,NA,1,1,2,3,4,3,1,4,2,1,NA,NA,NA,4.2,4.4,2.2,10,"691f21afd7dd15c2bbe578cc",760,"37","Male","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.363529451126363,0.379824904666724,0.398370075688744,0.385618655907672,0.37418755963552,4.3,-0.560077831828696,-0.490291480659122,-0.412261100941025,-0.465766873870051
