"participant_id","row_type","bot_type","idea","questionnaire_completed","ac1","ac2","ai1","cse1","cse2","cse3","ee1","ee2","ee3","ee4","hm1","hm2","hm3","io1","io2","io3","io4","io5","pe1","pe2","pe3","pta1","pta2","pta3","pta4","pta5","ptt1","ptt2","ptt3","ptt4","ptt5","ptt6","tlx1","tlx2","honesty_question_answer","refined_idea","total_study_time_seconds","Status","Time.taken","Age","Sex","refined_div_allideas","refined_div_condition","idea_div_allideas","idea_div_condition","refined_div_to_initial_centroid","Rater1","Rater2","Rater3","Rater4","Average","LLM_experience","Idea_quality","ptt2_rev","Creative_Self_Efficacy","Perceived_Technology_Agency","NASA_TLX","Performance_Expectancy","Effort_Expectancy","Hedonic_Motivation","Propensity_to_Trust_Technology","Perceived_Ownership"
"P4000","submission","control","change the colour of the car from the inside, would make it more fun for people to change the look of their car.
would make it safer for people to escape dangerous situations when they are being followed or if they are escaping a bad situation.
","Yes",2,5,1,5,6,6,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,3,75,50,"no","change the colour of the car from the inside, would make it more fun for people to change the look of their car.
would make it safer for people to escape dangerous situations when they are being followed or if they are escaping a bad situation.
it would help people blend in to a crowd if they wanted to be incognito",247,"APPROVED",516,29,"Male",0.43380226388219,0.433181223904888,0.418916551927881,0.423780371221689,0.424141399404131,2,2,2.5,2,2.13,1,2.13,5,5.66666666666667,NA,62.5,NA,NA,NA,2.66666666666667,7
"P3717","submission","improvement","To use a car indicator on a bicycle","Yes",2,5,2,7,6,6,6,6,7,6,4,2,2,7,7,7,7,7,4,3,5,2,2,2,3,2,3,3,1,2,2,2,15,15,"no","Transform car indicators into a wireless, handlebar-mounted signaling system for bicycles, integrating turn signals and hazard lights powered by solar-charged batteries, enhancing cyclist visibility and safety during day and night rides. This would mean that cyclists would no longer have to indicate with their arms when wanting to turn, increasing their safety in the process.",156,"APPROVED",256,38,"Male",0.413187370507098,0.410500190649221,0.520789965317439,0.478170740643635,0.460433892053263,5,4,2.5,3.5,3.75,2,3.75,5,6.33333333333333,2.2,15,4,6.25,2.66666666666667,2.5,7
"P2248","submission","suggestion","Metal and internal pipes, rods etc to make sculptures to be used as lamps. Convert seating material to be used for armchairs. Tires as swing seats. Speakers used as small bluetooth speakers. Steering wheals could be used for gaming. Lights could be used in industrial spaces as lighting. ","Yes",2,5,5,5,5,4,5,5,5,4,4,2,4,5,6,7,6,7,3,5,4,5,5,4,3,4,4,2,4,4,2,3,55,70,"no","Metal and internal pipes, rods etc to make sculptures to be used as lamps, these could also have sensors and cameras to react to movement and change the lighting in response.",661,"APPROVED",1200,56,"Female",0.471823570046623,0.448711627137164,0.407087618476059,0.414693174069531,0.438344909648178,1.5,3,2.5,2,2.25,5,2.25,6,4.66666666666667,4.2,62.5,4,4.75,3.33333333333333,3.83333333333333,6.2
"P7220","submission","feedback","Cameras:
Instead of showing what’s behind you, they show a calming live stream of nature nearby, or even a soft-filtered mirror for grounding self-reflection. Paired with gentle affirmations and biofeedback prompts.

Ultrasonic Sensors:
These detect your breathing rhythm or gentle motion inside the pod. They can guide you through a personalized breathing exercise.
Touchscreens:
Turned into interactive outdoor displays for passersby to learn about local animals, migration stats, or biodiversity health, all in real-time, pulled from live sensor data.

Speakers:
Use spatial audio to play guided meditations, rain sounds, binaural beats, or even your favourite  playlist. The sound is perfectly contained, making it feel intimate and immersive without being loud or disruptive outside the pod.

Lights:
Take old car headlights and transform them into solar-powered grow lights for community gardens, urban farms, or rooftop greenhouses, giving plants the light they need to thrive after sunset, while creating a calm, glowing atmosphere for people to enjoy too.","Yes",2,5,4,7,7,7,7,7,7,6,7,5,6,7,7,7,7,7,7,7,7,1,1,4,4,2,4,1,4,4,4,2,50,80,"no","A thermal art installation using repurposed car cameras addresses the need for emotional visibility and social connection in isolating public spaces like subway stations and urban transit hubs by displaying glowing heat maps of human presence, reminding people of their shared existence, and in emergency settings, helping responders identify where people may be gathered or in need.",1157,"APPROVED",2279,25,"Male",0.399465382518911,0.373282655702505,0.309090061574391,0.319479838541282,0.467666758809949,3,2.5,2,1,2.13,4,2.13,7,7,2.4,65,7,6.75,6,4.16666666666667,7
"P7752","submission","feedback","Car lights could be used inside the house, made into lamps or wall lights. 
Windscreens could be used in outdoor buildings, like sheds. Quirky shaped windows would look different to the norm.
Steering wheels could be used on children's outdoor play equipment, for pretend play.
","Yes",2,5,2,6,6,5,7,6,7,6,7,6,6,7,7,7,7,7,7,7,7,2,3,4,4,3,4,2,3,4,4,4,60,70,"no","Using car rain detectors to automatically trigger a canopy that covers laundry on a washing line when it starts to rain, specifically designed for people who are out at work and can't rescue their washing from unexpected showers. The system attaches to a wall and, upon detecting rain, slowly extends a long rectangular canopy above a traditional washing line, or expands an umbrella-like cover over a rotary washing line. An app on your phone alerts you when the canopy is activated by rain, notifies you when it has stopped raining, allows you to remotely close the canopy, provides maintenance or fault notifications, and links to a weather app for local weather updates.",956,"APPROVED",1201,49,"Female",0.521959451132222,0.505842889188167,0.288888865471316,0.262623276934581,0.566515728440944,2.5,4.5,4,2.5,3.38,2,3.38,6,5.66666666666667,3.2,65,7,6.5,6.33333333333333,4.16666666666667,7
"P2104","submission","control","for stressed people a relaxed meditation hub inside the car and when you pull up, you can press the button and the seat will massage your back while it plays meditation music and talks calmy to you","Yes",2,5,4,7,6,6,NA,NA,NA,NA,NA,NA,NA,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,5,35,50,"no","for stressed people a relaxed meditation hub inside the car and when you pull up, you can press the button and the seat will massage your back while it plays meditation music and talks calmy to you",76,"APPROVED",794,27,"Male",0.472004698619617,0.496086369074969,0.498522779595251,0.49451536857571,0.482932979058568,2,2.5,2,2.5,2.25,4,2.25,4,6.33333333333333,NA,42.5,NA,NA,NA,4.33333333333333,6.8
"P2471","submission","suggestion","Car cameras can be used as home security devices, letting one check his/her house remotely when he/she is not there

Sensors in cars can help monitor air quality in cities, giving real-time updates on pollution level

Car screens can turn into digital recipe books in the kitchen, making cooking easier with step-by-step instructions

Car lights can be repurposed as emergency lights for outdoor events or camping trips when extra lighting is needed

Car speakers can be used as portable sound systems for outdoor movie nights or parties","Yes",2,5,4,5,5,5,6,6,5,6,6,6,6,5,4,5,2,4,6,6,6,2,4,4,2,4,4,2,4,4,4,4,75,75,"no","Integrate car cameras into a smart home security ecosystem that uses AI to differentiate between threats (like intruders) and non-threats (pets, family, wind). Targeting homeowners and renters, offer tiered subscription services that include real-time alerts, cloud video storage, and local emergency dispatching for a truly competitive security solution.

Deploy repurposed car air quality sensors in shared urban locations such as schools or bus stops, enabling city governments or local organizations to access granular, geo-tagged pollution data. Create a real-time public dashboard for health-conscious citizens and policy makers; monetize via data services, app subscriptions, or city partnerships seeking to improve public health.

Car screens can turn into digital recipe books in the kitchen, making cooking easier with step-by-step instructions

Develop a modular product that combines car lights and speakers into disaster preparedness kits, targeting outdoor aficionados and emergency response organizations. Include USB or solar charging and ruggedized housing for durability. This package would serve as emergency lighting, public announcement systems, or morale-boosting entertainment, and could be sold via outdoor retailers or aid agencies.",516,"APPROVED",1034,38,"Male",0.214630111037833,0.231108535870706,0.193689044597663,0.201785551341304,0.270942594162992,6,3,4.5,2.5,4,4,4,6,5,3.2,75,6,5.75,6,4.33333333333333,4
"P6842","submission","suggestion","Sensors could be repurposed in technology in caring for the elderly. There are some already in terms of sensing when doors are opened etc in order to support the elderly should they leave their homes late at night and it is not in their best interests, for example people living with dementia. ","Yes",2,5,2,3,1,3,7,6,7,5,6,5,6,4,4,5,2,7,6,7,7,3,3,4,3,3,3,2,3,2,4,2,60,55,"no","Sensors could be repurposed in technology in caring for the elderly. There are some already in terms of sensing when doors are opened etc in order to support the elderly should they leave their homes late at night and it is not in their best interests, for example people living with dementia. They could be worn as a waist belt also, as this may alert others outside that the person may require assistance if the belt is lighting up and could be connected to an app which could send real time alerts to either family or emergency services to allow family and caregivers to have peace of mind that their loved on will be safe if they should wander. 
These sensors could also be used by those with anxiety or sensory issues and used in busy environments to help support them navigate these difficult situations, these could also be a recognisable solution for those who are unaware of the individuals invisible disability and raise awareness in not encroaching on a persons space that may cause them undue distress.",658,"APPROVED",798,57,"Female",0.4387094820733,0.370914856551097,0.440753982756506,0.424273718952361,0.402293093996624,2.5,4,4.5,3,3.5,2,3.5,6,2.33333333333333,3.2,57.5,6.66666666666667,6.25,5.66666666666667,3.33333333333333,4.4
"P3446","submission","improvement","could the cars cameras and lights help protect a house?","Yes",2,5,4,5,5,3,7,7,7,7,5,4,5,6,5,5,4,6,6,6,6,2,2,2,2,2,4,1,4,4,4,4,70,60,"no","Transform car cameras and adaptive headlights into a smart home security system, using motion-activated lights and 360-degree surveillance to detect intruders, recognize familiar faces, and send real-time alerts to homeowners’ devices.",150,"APPROVED",280,54,"Female",0.26412330187114,0.261407906637227,0.334277110914157,0.369815492102239,0.304907790059709,6,3,4.5,2.5,4,4,4,7,4.33333333333333,2,65,6,7,4.66666666666667,4.5,5.2
"P5157","submission","feedback","By repurposing the cameras and sensors that cars already use for parking and driving assistance, we could create a 360° monitoring system that keeps an eye on the area around the vehicle. The car’s screen could show live feeds, and if something unusual is detected—like someone lingering around a driveway—it could flash the lights or play a warning through the speakers. Even cooler, a small drone could launch from the roof of the car, do a quick patrol of the neighborhood, and return to recharge. All of this would use tech the car already has, just reimagined as a way to make our neighborhoods safer, especially when the car isn’t being driven. Id liike to think of it as a ring doorbell version but on a car in a way?","Yes",2,5,5,7,7,5,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,3,4,5,2,4,5,1,4,4,5,5,15,35,"no","A mobile “Ring Doorbell” system for cars that repurposes existing sensors, cameras, and a deployable drone to create a 360° monitoring network, especially useful for street parking, alleys, shared driveways, parking lots, and common areas. It detects suspicious patterns over time (like someone checking multiple cars), provides real-time visibility via live feeds, and leverages thermal imaging to identify small fires or overheating equipment, addressing security and safety gaps not covered by traditional home cameras or car alarms. Primary users include individual car owners seeking street parking security, families monitoring driveways and kids, neighborhood groups pooling resources for community safety, and landlords/property managers overseeing shared spaces without permanent cameras.",586,"APPROVED",813,21,"Male",0.30263441270143,0.302935124404304,0.252514433844272,0.275803712087259,0.391388371183364,3,3.5,3.5,2,3,5,3,7,6.33333333333333,3.6,25,7,7,6,5,6.8
"P5081","submission","control","I would use the old headlights to make a novel table lamp. It would suit the trend of the industrial look for modern homes. The stand could be made from recycled metal also from the car. I think the lamps would be unusual and young people like to buy unusual things for their homes.","Yes",2,5,1,5,6,6,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,2,50,65,"no","I would use the old headlights to make a novel table lamp. It would suit the trend of the industrial look for modern homes. The stand could be made from recycled metal also from the car. I think the lamps would be unusual and young people like to buy unusual things for their homes.",182,"APPROVED",579,61,"Female",0.4193317221063,0.40981634403996,0.393402519721423,0.40899839823449,0.398870275616616,2,2,2,1,1.75,1,1.75,6,5.66666666666667,NA,57.5,NA,NA,NA,3,5.8
"P8560","submission","improvement","ultrasonic senors, dashboard screen, camera and lidars 
","Yes",2,5,4,6,4,6,6,5,4,5,6,5,7,6,3,5,6,5,6,5,6,4,4,4,4,3,4,3,3,4,5,4,55,50,"no","Transform retired cars into autonomous urban delivery bots by integrating ultrasonic sensors, a dashboard touchscreen for live status updates, cameras for obstacle detection, and lidars for advanced navigation, enabling efficient, contactless parcel delivery in city environments.",492,"APPROVED",739,20,"Male",0.320574535287209,0.261208385203957,0.411016193419686,0.386546383496976,0.37201126839507,3.5,2.5,2.5,1,2.38,4,2.38,5,5.33333333333333,3.8,52.5,5.66666666666667,5,6,4.16666666666667,5
"P0348","submission","feedback","The cameras and sensors could easily be converted for security devices such as CCTV systems. Lights are useful in so many settings but the type of lights on a car would be useful for things like school sports grounds alongside the speakers.","Yes",2,5,5,6,6,6,6,6,6,6,4,4,4,6,7,7,6,2,6,7,6,1,1,2,2,3,5,1,2,4,4,3,75,100,"no","Using car sensors to provide alerts in food storage environments by monitoring temperature and humidity, triggering prominent warning sounds (such as repurposed car horns) or flashing lights within the building to help warehouse managers and other food industry professionals maintain food safety and freshness for both public health and profit margins.",779,"APPROVED",969,52,"Male",0.38628715935242,0.353324812235259,0.211560654813724,0.202532293728324,0.415385656124654,2,3.5,2.5,2.5,2.63,5,2.63,7,6,1.8,87.5,6.33333333333333,6,4,4.16666666666667,5.6
"P8258","submission","feedback","Cameras: Monitor plant health and detect issues.
Sensors: Measure soil moisture and detect movement.
Screens: Display interactive dashboards and educational content.
Lights: Serve as grow lights and visual indicators of plant status.
Speakers: Provide alerts, play music, and deliver voice-guided instructions.","Yes",2,5,2,7,3,2,7,7,7,2,4,3,3,7,7,7,7,7,7,7,7,2,4,3,5,5,2,3,2,2,2,2,50,50,"no","A system that repurposes car cameras, sensors, screens, lights, and speakers for classroom use, particularly in primary and secondary schools, where both teachers and students actively engage with the system to understand plant needs, recognize early signs of stress or disease, stay consistent with care routines, and build confidence in growing healthy plants through hands-on participation and decision-making.",1708,"APPROVED",2325,35,"Female",0.334385415876619,0.319719297198742,0.428059706653558,0.432786273917708,0.383222595704923,1.5,2,1,2.5,1.75,2,1.75,5,4,3.8,50,7,5.75,3.33333333333333,2.5,7
"P4947","submission","control","Heated car seats could be repurposed as massage chairs in the home, if ripped out.
Rearview mirrors could be used to see around corners in the home or as decoration.
Windscreen wipers could be repurposed to automatically clean windows in the home.
Car bumpers could be repurposed as garden planting trays.
Plastic grip car feetmats can be repurposed as doormats in the home.","Yes",2,5,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,2,2,45,55,"no","Heated car seats could be repurposed as massage chairs in the home, if ripped out.
Rearview mirrors could be used to see around corners in the home or as decoration.
Windscreen wipers could be repurposed to automatically clean windows in the home.
Car bumpers could be repurposed as garden planting trays.
Plastic grip car feetmats can be repurposed as doormats in the home.",86,"APPROVED",421,42,"Male",0.349519479381727,0.334189644548726,0.330920233065033,0.335265875047097,0.326594870556409,2,3,2,1,2,3,2,4,4.66666666666667,NA,50,NA,NA,NA,2.5,7
"P0957","submission","improvement","The car headlights could be used as outside lighting.","Yes",2,5,2,2,2,2,7,7,7,7,7,7,7,3,3,2,2,6,7,7,7,2,2,2,4,4,2,4,2,2,2,1,25,25,"no","Car headlights could be transformed into smart, solar-powered garden lanterns with motion sensors, providing eco-friendly illumination that activates only when needed, enhancing both security and ambiance in outdoor spaces while repurposing automotive technology creatively.",134,"APPROVED",204,21,"Male",0.270254429912317,0.293098193388375,0.347421199087709,0.375702834718031,0.339696792759578,2.5,2.5,2,1.5,2.13,2,2.13,4,2,2.8,25,7,7,7,2.16666666666667,3.2
"P6305","submission","suggestion","Repurpose the parking sensors as personal space alarms to detect if someone is getting too close to you.","Yes",2,5,3,5,5,6,7,7,7,7,7,7,7,6,5,5,5,7,7,7,7,3,3,3,2,3,4,2,4,3,3,3,70,60,"no","Repurpose the parking sensors as spatial alarms for dancers to ensure the dancers stay perfectly positioned and don't fall out of line or get too close to their fellow dances during complex routines. The sensors could be integrated into the outfits e.g belts or headbands etc and include haptic feedback so the dancers are aware of the sensor above the noise.",334,"APPROVED",597,43,"Male",0.368328080010618,0.341084507991953,0.359505051185162,0.368754798569274,0.356209755051747,2,4,2.5,2,2.63,3,2.63,6,5.33333333333333,2.8,65,7,7,7,3.83333333333333,5.6
"P6885","submission","control","A Vehicle  that can detect any problem or malfunction such as the cam-belts, crankshaft, fuel pump, injectors, filter emissions, the exact sensor, ect, this would be very helpful to the owner of the vehicle, so when he or she takes their vehicle into a garage, they can tell them the problem, which would save time and money.","Yes",2,5,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,5,4,90,85,"no","A Vehicle  that can detect any problem or malfunction such as the cam-belts, crankshaft, fuel pump, injectors, filter emissions, the exact sensor, ect, this would be very helpful to the owner of the vehicle, so when he or she takes their vehicle into a garage, they can tell them the problem, which would save time and money.",301,"APPROVED",1723,74,"Female",0.468754573139186,0.463807902944548,0.478896945105381,0.465353801991755,0.45424584278889,1,2,3.5,1.5,2,2,2,6,4.66666666666667,NA,87.5,NA,NA,NA,4.5,4.8
"P3088","submission","feedback","the make a steam punk sculpture ","Yes",2,5,1,6,6,5,6,6,6,5,6,6,6,7,6,6,5,6,7,7,7,4,4,4,3,3,4,4,4,3,3,3,55,55,"no","Outdoor running tracks equipped with motion sensor-activated lighting installations that create an attractive and dynamic illuminated path for nighttime events. The lights change color to indicate runner positions, enhancing safety, motivation, and creating a spectacle for both runners and spectators.",604,"APPROVED",690,56,"Female",0.530706808249525,0.484345148953876,0.739432871503885,0.756053677612716,0.583289991453909,2.5,3.5,3.5,2,2.88,1,2.88,4,5.66666666666667,3.6,55,7,5.75,6,3.5,6
"P5144","submission","feedback","Sensors- these could be used as devices to protect houses from cars, in a small village or town where vehicles frequently cut corners ,reverse, or try to pass other cars when there is inadequate space.  Lights could be used ,after being softened to 'kind lights' ,yellow lights, ie LEDs with a yellow coating [ my design] to light dimly lit urban areas","Yes",2,5,2,5,5,4,3,4,4,4,1,2,1,6,6,7,5,3,2,1,2,3,2,3,3,2,3,2,3,2,2,2,70,60,"no","Devices at the start of narrow lanes measure the width of approaching vehicles and provide a live feed alert—such as a message stating 'you are too wide for the road ahead and could hit oncoming vehicles'—to both the driver and local residents or authorities if a vehicle is too wide to enter safely. If the vehicle ignores the alert and proceeds anyway, a fine could be issued. Depending on the location, a flashing light or sound could be added as a warning",1032,"APPROVED",1443,65,"Female",0.518373524893863,0.479911721428316,0.26413891009352,0.274388944399384,0.543381173199137,2.5,4.5,4,2,3.25,2,3.25,6,4.66666666666667,2.6,65,1.66666666666667,3.75,1.33333333333333,3,5.4
"P2746","submission","feedback","Light lenses/shades and speaker shells can be garden features, offering food for pet and wild animals.","Yes",2,5,2,3,4,3,6,6,6,4,5,4,5,6,6,6,5,6,6,5,5,3,2,2,4,2,4,2,4,3,3,4,50,40,"no","Repurpose car sensors, such as touch or proximity sensors, to detect the presence of wildlife like hedgehogs or foxes at feeders and send alerts to smartphones, allowing people with a ground floor outdoor space to know when animals are visiting their feeders and giving them the chance to observe and build affinity with routine wildlife visitors.  Feeders to me made from conical speaker shells, dishes from headlight lenses, etc.",682,"APPROVED",791,52,"Male",0.33933310160828,0.340883718717606,0.491109196080262,0.473172082529536,0.363275032157892,2,3,3,2.5,2.63,2,2.63,6,3.33333333333333,2.6,45,5.33333333333333,5.5,4.66666666666667,4,5.8
"P2673","submission","improvement","use elastic bands to make a neclace","Yes",2,5,4,3,3,2,6,6,5,6,6,6,6,2,2,2,1,2,4,5,6,5,4,5,3,5,3,2,4,3,3,2,15,20,"no","Transform seatbelt webbing and dashboard buttons into a customizable necklace, integrating recycled car emblem charms and LED indicator lights for a unique, upcycled jewelry piece that glows and tells a story of automotive history.",246,"APPROVED",342,60,"Female",0.419752115502528,0.390034589269629,0.837149591444765,0.791759986350613,0.451454011992458,2,3,1,2,2,4,2,6,2.66666666666667,4.4,17.5,5,5.75,6,3.5,1.8
"P1678","submission","improvement","Using speakers to alert when close to something","Yes",2,5,1,4,6,4,7,6,6,6,3,3,3,5,6,5,3,7,4,5,5,2,3,3,3,4,2,4,2,2,2,2,5,10,"no","Transform car speakers into an intelligent proximity alert system that not only beeps, but announces specific object types (e.g., ""bicycle approaching,"" ""wall ahead"") using AI-powered object recognition for enhanced driver awareness and safety.",399,"APPROVED",522,32,"Female",0.280185183154454,0.273856424429441,0.512890366950404,0.488558049254515,0.338752012435045,2,4.5,2.5,2.5,2.88,1,2.88,4,4.66666666666667,3,7.5,4.66666666666667,6.25,3,2.33333333333333,5.2
"P1321","submission","improvement","monitor environmental statistics, scanning, animals, climate adjust vehicle economy ","Yes",2,5,2,6,6,6,6,6,6,6,3,2,3,7,6,6,7,7,5,5,5,2,2,4,3,2,1,4,3,1,3,1,60,50,"no","Transform the car into a mobile environmental laboratory equipped with advanced sensors for real-time animal tracking, air and soil quality analysis, and adaptive climate control, automatically optimizing vehicle performance for minimal ecological impact during scientific fieldwork.",336,"APPROVED",719,35,"Male",0.349323474790312,0.27227673046281,0.540212765189439,0.525157954751932,0.422468528147095,4,4,3.5,2,3.38,2,3.38,4,6,2.6,55,5,6,2.66666666666667,2.16666666666667,6.6
"P2535","submission","feedback","All items could be used outside the car for their original intended purposes. I would use the vents and cooling system at the moment in a home setting to combat the summer heat ","Yes",2,5,1,4,7,5,7,7,5,1,1,1,1,7,7,7,7,7,1,1,1,1,1,2,3,2,1,1,1,1,1,1,35,50,"no","A home cooling system that uses tracking sensors to monitor pets' locations, especially useful in apartments or multi-pet homes. The system is designed to prioritize cooling based on pet type, age, or breed—recognizing that dogs often group together and may need more cooling, while cats may require less, and individual needs (such as older pets or heat-sensitive breeds) can be accommodated to keep them safe and comfortable.",329,"APPROVED",533,38,"Female",0.595242320551328,0.540660799260499,0.422445366864087,0.411415239876007,0.65957647831012,3,3,3,1.5,2.63,1,2.63,7,5.33333333333333,1.8,42.5,1,5,1,2,7
"P9053","submission","suggestion","I'd like a kind of warning light and klaxon for the rear of the car to warn the driver behind me to stop driving too close to me or so dangerously behind me. ","Yes",2,5,3,6,5,4,6,5,6,4,6,5,6,3,3,5,2,7,7,7,6,4,4,5,3,4,4,3,3,3,3,4,60,60,"no","I'd like a kind of warning light and klaxon for the rear of the car to warn the driver behind me to stop driving too close to me or so dangerously behind me by repurposing in-car sensors and cameras to act as a mobile “trust score” generator, which displays a real-time safety rating to cars behind me. When a driver gets dangerously close, the car humorously rates their driving etiquette (e.g., “Tailgater Score: Poor—step back for respect!”), gamifying safe driving for everyone involved.",861,"APPROVED",1081,53,"Male",0.354854285487852,0.379522475078698,0.492293144410672,0.507585637100448,0.389180980048504,2,4.5,4,2,3.13,3,3.13,5,5,4,60,6.66666666666667,5.25,5.66666666666667,3.66666666666667,4
"P8028","submission","feedback","For cameras i would suggest something like birdwatching and tagging to keep tabs on birds, also a vr rig which could be used for movies productions

you could use car speakers and put them into a gaming chair to make gaming more immersive or install them into a bed to use as an alarm or bedroom speaker to listen to music or wake you up","Yes",2,5,3,7,6,7,7,7,7,7,7,7,7,6,7,7,6,1,7,7,7,1,3,3,2,2,4,1,2,4,4,4,100,100,"no","A two-in-one monitoring tool using repurposed car cameras, designed for use in areas where wildlife and humans intersect, serving governments/local authorities for public safety, wildlife experts for animal observation, and regular people for monitoring their property. It addresses the lack of data on urban wildlife, especially at night when animals avoid light and noise, by enabling easier tracking and observation of wildlife habits in these environments. Example locations include alleys—monitoring rodent activity near takeaways and restaurants, and detecting fly tipping—and abandoned properties, to observe and prevent squatting or trespassing. For regular people, participation could be through an opt-in program requiring community votes, with residents able to review recorded footage and suggest removal of sensitive content such as certain faces. Alerts could be delivered via an app that informs the community about events at specific dates and times, and an interactive online map could display wildlife activity for public viewing.",1156,"APPROVED",1553,23,"Male",0.3306863714965,0.314190074423671,0.313287769235253,0.309505061516831,0.399721664635801,3.5,3.5,2.5,2,2.88,3,2.88,7,6.66666666666667,2.2,100,7,7,7,4.16666666666667,5.4
"P5859","submission","feedback","well the cameras can be used in other ways within the car. if not needed for rearview it can be used as a dashcam?
sometimes when people get new screens they can replace the ones in their car and use the old screen as an extra one in the back rows or just put it in an older car that doesn't have one","Yes",2,5,2,1,2,2,5,5,4,5,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,5,10,"no","Repurposing a car's infrared or night-vision camera as a support camera for hunting or wildlife research, allowing anyone interested to connect it to their phone and track animals at a distance, providing a convenient and efficient alternative to buying specialized hunting cameras.",417,"APPROVED",577,25,"Female",0.392432420127223,0.386604019734329,0.346883730512628,0.351082025956117,0.441028640057605,3,3,3,2,2.75,2,2.75,4,1.66666666666667,4,7.5,4,4.75,2,2.33333333333333,2.6
"P1139","submission","control","Cameras to see about a hundred years to 300 yards infront when driving to see any objectives infront to tell you or warn you of what might be ahead so if there was a bad crash that happened the the car would make a noise on serious things to let you know that it's a danger to life but the if it wasn't as serious like road works it would show a picture on the dash board or just say road works ahead","Yes",2,5,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,3,25,50,"no","Cameras to see about a hundred years to 300 yards infront when driving to see any objectives infront to tell you or warn you of what might be ahead so if there was a bad crash that happened the the car would make a noise on serious things to let you know that it's a danger to life but the if it wasn't as serious like road works it would show a picture on the dash board or just say road works ahead",112,"APPROVED",317,27,"Female",0.424044037437611,0.399417792861026,0.40925834660074,0.397772284059256,0.38762393056384,2.5,2.5,4,4.5,3.38,3,3.38,5,3,NA,37.5,NA,NA,NA,3.33333333333333,5.6
"P0086","submission","control","Utilising these components to create desks with built in lights, cameras and speakers perfect for those who want to enjoy an immersive gaming experience or for someone who loves to stream. Have all you need built into a desk!! ","Yes",2,5,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,2,20,40,"no","Utilising these components to create desks with built in lights, cameras and speakers perfect for those who want to enjoy an immersive gaming experience or for someone who loves to stream. Have all you need built into a desk!! Defy the ordinary and have a unique experience",86,"APPROVED",269,25,"Female",0.485081765801928,0.506038037641327,0.476943601750977,0.491433114095662,0.492171960307553,3.5,2.5,2.5,1,2.38,1,2.38,5,4.66666666666667,NA,30,NA,NA,NA,2.83333333333333,6.8
"P9119","submission","suggestion","Windcreen mirrors in cars that have been broken could be reused to make mirror moasics - eg brokwn bits of mirror glued together to make pieces of art","Yes",2,5,5,3,5,5,6,6,6,6,6,6,6,5,5,5,2,7,6,6,6,3,3,3,3,3,1,4,2,2,3,3,40,15,"no","Windcreen mirrors in cars that have been broken could be reused to make mirror moasics - eg brokwn bits of mirror glued together to make pieces of art. They could be done on purpose and positioned os they catch the light - and specificall different pieces of light at different times of the day. They could be built wfor neurodiverse people or people with special neds as part of therapy and creativity tasks",168,"APPROVED",284,31,"Female",0.409556005201651,0.383370054633887,0.434041720029713,0.440297273854558,0.377081838711366,3,3.5,2.5,3.5,3.13,5,3.13,4,4.33333333333333,3,27.5,6,6,6,2.5,4.8
"P6135","submission","improvement","You could used these things as a suit","Yes",2,5,3,4,4,4,7,7,7,7,7,7,7,2,4,4,4,6,6,6,6,1,1,1,1,1,3,3,3,3,3,3,70,70,"no","Transform salvaged car airbags and seatbelts into a modular, customizable protective suit that offers impact resistance for extreme sports or hazardous work environments, blending safety technology with wearable innovation for practical, everyday use.",115,"APPROVED",205,45,"Male",0.43695009227789,0.378455351311303,0.612218722024519,0.625972658925721,0.505414292427754,3,3,4,4.5,3.63,3,3.63,5,4,1,70,6,7,7,3.33333333333333,4
